# enabled	priority	task	config	run_name	epochs	batch_size	eval_episodes	note
1	30	insert_onto_square_peg	experiments/insert_sameenv_volumedp_full_dinov3_depth_lora8_jpabs_w2_grid16_gripw4.yaml	insert_volumedp_jpabs_w2_grid16_gripw4_mgr_e100_s0	100	16	20	insert_replay_jp_abs_3of3
1	1030	slide_block_to_target	experiments/action_search_autopilot_20260509/slide_jpabs_w1_tight_gfilm_eeaux_gripw8_hyst.yaml	slide_jpabs_w1_tight_gfilm_eeaux_gripw8_hyst_auto20260509_s0	120	16	20	replay_faithful_abs_hold1_lowdrop_gfilm_eeaux_hysteresis
